player,team,height,weight
Lazar Hayward,MIN,198.12,102.0582
Lazaro Borrell,SEA,203.2,99.79024
LeBron James,LAL,205.74,113.398
Leandro Barbosa,PHX,190.5,87.996848
Leandro Bolmaro,UTA,198.12,90.7184
Ledell Eackles,WAS,195.58,104.779752
Lee Mayberry,VAN,185.42,78.017824
Lee Nailon,PHI,205.74,109.315672
Leon Powe,MEM,203.2,108.86208
Leon Smith,SEA,208.28,106.59412
Lester Hudson,LAC,190.5,86.18248
Lester Quinones,GSW,193.04,94.347136
Linas Kleiza,TOR,203.2,106.140528
Lindell Wigginton,MIL,185.42,85.728888
Lindsey Hunter,CHI,187.96,88.45044
Lindy Waters III,OKC,198.12,95.25432
Linton Johnson,CHI,203.2,92.98636
Lionel Chalmers,LAC,182.88,81.64656
Lionel Simmons,SAC,200.66,95.25432
Litterial Green,CLE,185.42,83.91452
Lloyd Daniels,TOR,200.66,92.98636
London Perrantes,SAS,187.96,86.18248
Lonnie Walker IV,LAL,193.04,92.532768
Lonny Baxter,CHA,203.2,117.93392
Lonzo Ball,CHI,198.12,86.18248
Loren Meyer,DEN,208.28,117.93392
Loren Woods,HOU,218.44,117.93392
Lorenzen Wright,CLE,210.82,115.66596
Lorenzo Brown,TOR,195.58,85.728888
Lorenzo Williams,WAS,205.74,90.7184
Lou Amundson,NYK,205.74,99.79024
Lou Roe,GSW,200.66,99.79024
Lou Williams,ATL,187.96,79.3786
Louis King,PHI,200.66,92.98636
Loy Vaught,WAS,205.74,108.86208
Luc Longley,NYK,218.44,120.20188
Luc Mbah a Moute,HOU,203.2,104.32616
Lucas Nogueira,TOR,213.36,99.79024
Lucious Harris,CLE,195.58,92.98636
Luguentz Dort,OKC,193.04,99.79024
Luis Flores,DEN,187.96,88.45044
Luis Montero,DET,200.66,90.7184
Luis Scola,BKN,205.74,109.315672
Luka Doncic,DAL,200.66,104.32616
Luka Garza,MIN,208.28,110.222856
Luka Samanic,UTA,208.28,102.965384
Luke Babbitt,MIA,205.74,102.0582
Luke Harangody,CLE,200.66,111.13004
Luke Jackson,MIA,200.66,97.52228
Luke Kennard,MEM,195.58,93.439952
Luke Kornet,BOS,218.44,113.398
Luke Ridnour,ORL,187.96,79.3786
Luke Schenscher,POR,215.9,120.20188
Luke Walton,CLE,203.2,106.59412
Luke Zeller,PHX,210.82,111.13004
Luol Deng,MIN,205.74,107.501304
Luther Head,SAC,190.5,83.91452
Lynn Greer,MIL,187.96,79.3786
M.J. Walker,PHX,195.58,96.615096
Maalik Wayns,LAC,185.42,88.45044
Mac McClung,PHI,187.96,83.91452
Maceo Baston,IND,208.28,104.32616
Maciej Lampe,HOU,210.82,124.7378
Mahmoud Abdul-Rauf,VAN,185.42,73.481904
Malachi Flynn,TOR,185.42,79.3786
Malachi Richardson,TOR,198.12,92.98636
Malaki Branham,SAS,193.04,81.64656
Malcolm Brogdon,BOS,193.04,103.872568
Malcolm Delaney,ATL,190.5,86.18248
Malcolm Hill,CHI,198.12,99.79024
Malcolm Lee,PHI,195.58,90.7184
Malcolm Miller,TOR,200.66,95.25432
Malcolm Thomas,PHI,205.74,102.0582
Malik Allen,ORL,208.28,115.66596
Malik Beasley,LAL,193.04,84.821704
Malik Fitts,BOS,195.58,104.32616
Malik Hairston,SAS,198.12,99.79024
Malik Monk,SAC,190.5,90.7184
Malik Newman,CLE,190.5,86.18248
Malik Rose,OKC,200.66,115.66596
Malik Sealy,MIN,203.2,90.7184
Mamadi Diakite,CLE,205.74,103.418976
Mamadou N'diaye,LAC,213.36,115.66596
Mangok Mathiang,CHA,208.28,104.32616
Manny Harris,DAL,195.58,83.91452
Manu Ginobili,SAS,198.12,92.98636
MarJon Beauchamp,MIL,200.66,90.264808
MarShon Brooks,MEM,195.58,90.7184
Marc Gasol,LAL,210.82,115.66596
Marc Jackson,NOK,208.28,114.758776
Marcelo Huertas,LAL,190.5,90.7184
Marcin Gortat,LAC,210.82,108.86208
Marco Belinelli,SAS,195.58,99.79024
Marcus Banks,TOR,187.96,92.98636
Marcus Brown,DET,190.5,83.91452
Marcus Camby,NYK,210.82,108.86208
Marcus Cousin,UTA,210.82,111.13004
Marcus Derrickson,GSW,200.66,112.944408
Marcus Fizer,NOK,203.2,117.93392
Marcus Garrett,MIA,195.58,92.98636
Marcus Georges-Hunt,MIN,195.58,102.511792
Marcus Haislip,SAS,208.28,104.32616
Marcus Landry,BOS,200.66,104.32616
Marcus Morris,DET,205.74,106.59412
Marcus Morris Sr.,LAC,203.2,98.883056
Marcus Paige,CHA,182.88,74.389088
Marcus Smart,BOS,193.04,99.79024
Marcus Thornton,WAS,193.04,92.98636
Marcus Vinicius,NOH,203.2,102.0582
Marcus Williams,MEM,190.5,92.98636
Mardy Collins,LAC,198.12,99.79024
Marial Shayok,PHI,195.58,89.811216
Mario Bennett,LAC,198.12,106.59412
Mario Chalmers,MEM,187.96,86.18248
Mario Elie,PHX,195.58,102.0582
Mario Hezonja,POR,203.2,99.79024
Mario Kasun,ORL,215.9,117.93392
Mario West,NJN,195.58,95.25432
Mark Baker,TOR,185.42,79.3786
Mark Blount,MIA,213.36,113.398
Mark Bradtke,PHI,208.28,120.20188
Mark Bryant,BOS,205.74,113.398
Mark Davis,GSW,200.66,92.98636
Mark Hendrickson,NJN,205.74,99.79024
Mark Jackson,HOU,190.5,88.45044
Mark Jones,ORL,198.12,97.52228
Mark Macon,DET,193.04,83.91452
Mark Madsen,MIN,205.74,115.66596
Mark Pope,DEN,208.28,106.59412
Mark Price,ORL,182.88,81.64656
Mark Strickland,DAL,208.28,99.79024
Mark West,PHX,208.28,104.32616
Mark Williams,CHA,213.36,108.86208
Markel Brown,HOU,190.5,86.18248
Markelle Fultz,ORL,193.04,94.800728
Markieff Morris,DAL,205.74,111.13004
Marko Guduric,MEM,198.12,91.171992
Marko Jaric,MEM,200.66,101.604608
Marko Milic,PHX,198.12,106.59412
Marko Simonovic,CHI,213.36,99.79024
Markus Howard,DEN,177.8,79.3786
Marlon Garnett,BOS,187.96,84.368112
Marques Bolden,CLE,208.28,112.944408
Marquese Chriss,DAL,205.74,108.86208
Marquis Daniels,MIL,198.12,90.7184
Marquis Teague,MEM,187.96,85.728888
Marreese Speights,ORL,208.28,115.66596
Marshall Plumlee,MIL,213.36,113.398
Martell Webster,WAS,200.66,104.32616
Martin Lewis,TOR,198.12,102.0582
Martin Muursepp,DAL,205.74,106.59412
Marty Conlon,LAC,208.28,101.604608
Martynas Andriuskevicius,CLE,218.44,108.86208
Marvin Bagley III,DET,208.28,106.59412
Marvin Williams,MIL,203.2,107.501304
Mason Jones,LAL,193.04,90.7184
Mason Plumlee,LAC,213.36,115.212368
Mateen Cleaves,SEA,187.96,95.25432
Matisse Thybulle,POR,195.58,91.171992
Matt Barnes,GSW,200.66,102.511792
Matt Bonner,SAS,208.28,106.59412
Matt Bullard,CHH,208.28,97.52228
Matt Carroll,CHA,198.12,96.161504
Matt Costello,SAS,208.28,108.86208
Matt Fish,MIA,210.82,106.59412
Matt Freije,ATL,205.74,112.944408
Matt Geiger,PHI,205.74,110.222856
Matt Harpring,UTA,200.66,104.32616
Matt Maloney,ATL,190.5,87.089664
Matt Mooney,NYK,187.96,90.264808
Matt Ryan,MIN,198.12,97.52228
Matt Steigenga,CHI,200.66,102.0582
Matt Thomas,CHI,190.5,86.18248
Matt Walsh,MIA,198.12,99.79024
Matt Williams Jr.,MIA,195.58,95.25432
Matthew Dellavedova,SAC,190.5,90.7184
Maurice Ager,MIN,195.58,91.625584
Maurice Baker,POR,187.96,90.7184
Maurice Carter,NOH,195.58,95.25432
Maurice Evans,WAS,195.58,99.79024
Maurice Harkless,SAC,200.66,99.79024
Maurice Ndour,NYK,205.74,90.7184
Maurice Taylor,SAC,205.74,120.20188
Max Christie,LAL,195.58,86.18248
Max Strus,MIA,195.58,97.52228
Maxi Kleber,DAL,208.28,108.86208
McKinley Wright IV,DAL,180.34,87.089664
Mehmet Okur,NJN,210.82,117.93392
Melvin Booker,GSW,187.96,83.91452
Melvin Ely,NOP,208.28,117.93392
Melvin Frazier Jr.,OKC,195.58,97.52228
Melvin Sanders,SAS,195.58,95.25432
Mengke Bateer,TOR,210.82,131.54168
Metta World Peace,LAL,200.66,117.93392
Meyers Leonard,MIL,213.36,117.93392
Mfiondu Kabengele,BOS,208.28,113.398
Micah Potter,UTA,203.2,112.490816
Michael Beasley,LAL,205.74,106.59412
Michael Bradley,PHI,208.28,111.13004
Michael Cage,NJN,205.74,101.604608
Michael Carter-Williams,ORL,195.58,86.18248
Michael Curry,IND,195.58,95.25432
Michael Dickerson,MEM,195.58,86.18248
Michael Doleac,MIN,210.82,118.841104
Michael Finley,BOS,200.66,102.0582
Michael Foster Jr.,PHI,203.2,113.398
Michael Frazier II,HOU,190.5,90.7184
Michael Gbinije,DET,200.66,90.7184
Michael Hawkins,CLE,182.88,80.73937600000001
Michael Jordan,WAS,198.12,97.975872
Michael Kidd-Gilchrist,DAL,198.12,105.233344
Michael McDonald,CHH,208.28,105.233344
Michael Olowokandi,BOS,213.36,122.46984
Michael Porter Jr.,DEN,208.28,98.883056
Michael Redd,PHX,198.12,97.52228
Michael Ruffin,POR,203.2,112.490816
Michael Smith,WAS,203.2,108.86208
Michael Stewart,ATL,208.28,104.32616
Michael Sweetney,CHI,203.2,122.46984
Micheal Williams,TOR,187.96,79.3786
Mickael Gelabale,MIN,200.66,97.52228
Mickael Pietrus,TOR,198.12,97.52228
Mickell Gladness,GSW,210.82,99.79024
Mikal Bridges,BKN,198.12,94.800728
Mike Batiste,MEM,203.2,102.0582
Mike Bibby,NYK,187.96,88.45044
Mike Brown,PHX,208.28,117.93392
Mike Conley,MIN,185.42,79.3786
Mike Dunleavy,ATL,205.74,104.32616
Mike Hall,WAS,203.2,104.32616
Mike Harris,UTA,198.12,109.769264
Mike James,BKN,185.42,79.3786
Mike Miller,DEN,203.2,98.883056
Mike Muscala,BOS,210.82,108.86208
Mike Penberthy,LAL,190.5,81.64656
Mike Scott,PHI,200.66,107.501304
Mike Smith,WAS,203.2,88.45044
Mike Taylor,LAC,187.96,74.84268
Mike Tobey,CHA,213.36,117.93392
Mike Wilks,OKC,177.8,81.64656
Mikki Moore,GSW,213.36,102.0582
Mile Ilic,NJN,215.9,115.66596
Miles Bridges,CHA,200.66,102.0582
Miles McBride,NYK,187.96,88.45044
Miles Plumlee,ATL,210.82,112.944408
Miles Simon,ORL,190.5,91.625584
Milos Teodosic,LAC,195.58,88.904032
Milt Palacio,UTA,193.04,95.25432
Milton Doyle,BKN,193.04,81.64656
Mindaugas Kuzminskas,NYK,205.74,97.52228
Miroslav Raduljica,MIN,213.36,113.398
Mirsad Turkcan,MIL,205.74,97.975872
Mirza Teletovic,MIL,205.74,109.769264
Mitch McGary,OKC,208.28,115.66596
Mitch Richmond,LAL,195.58,99.79024
Mitchell Butler,WAS,195.58,95.25432
Mitchell Creek,MIN,198.12,102.0582
Mitchell Robinson,NYK,213.36,108.86208
Miye Oni,UTA,195.58,93.439952
Mo Bamba,LAL,213.36,104.779752
Mo Williams,CLE,185.42,89.811216
Monta Ellis,IND,190.5,83.91452
Monte Morris,WAS,187.96,83.007336
Montrezl Harrell,PHI,200.66,108.86208
Monty Williams,PHI,203.2,102.0582
Moochie Norris,NOK,185.42,83.91452
Mookie Blaylock,GSW,182.88,81.64656
Moritz Wagner,ORL,210.82,111.13004
Morris Almond,WAS,198.12,102.0582
Morris Peterson,OKC,200.66,99.79024
Moses Brown,BKN,218.44,111.13004
Moses Moody,GSW,195.58,95.707912
Moses Wright,DAL,203.2,102.511792
Mouhamed Sene,NYK,210.82,104.32616
Moussa Diabate,LAC,208.28,95.25432
Muggsy Bogues,TOR,160.02,61.688512
Mustafa Shakur,OKC,190.5,86.18248
Mychal Mulder,MIA,190.5,88.45044
Mychel Thompson,CLE,198.12,95.707912
Myke Henry,MEM,198.12,95.25432
Myles Powell,PHI,187.96,88.45044
Myles Turner,IND,210.82,113.398
Naji Marshall,NOP,200.66,99.79024
Nando De Colo,TOR,195.58,88.45044
Nassir Little,POR,195.58,99.79024
Nate Darling,CHA,198.12,90.7184
Nate Driggers,BOS,195.58,97.52228
Nate Hinton,IND,195.58,95.25432
Nate Huffman,TOR,215.9,111.13004
Nate McMillan,SEA,195.58,95.25432
Nate Robinson,NOP,175.26,81.64656
Nate Wolters,UTA,193.04,86.18248
Nathan Jawai,MIN,208.28,127.00576
Nathan Knight,MIN,203.2,114.758776
Naz Mitrou-Long,IND,190.5,98.883056
Naz Reid,MIN,205.74,119.748288
Nazr Mohammed,OKC,208.28,113.398
Ndudi Ebi,MIN,205.74,88.45044
Neemias Queta,SAC,213.36,112.490816
Negele Knight,TOR,185.42,79.3786
Nemanja Bjelica,GSW,205.74,106.140528
Nemanja Nedovic,GSW,190.5,87.089664
Nenad Krstic,BOS,213.36,108.86208
Nene,HOU,210.82,113.398
Nerlens Noel,BKN,208.28,99.79024
Nic Claxton,BKN,210.82,97.52228
Nick Anderson,MEM,198.12,92.98636
Nick Calathes,MEM,198.12,96.615096
Nick Collison,OKC,208.28,115.66596
Nick Fazekas,LAC,210.82,106.59412
Nick Johnson,HOU,190.5,91.625584
Nick Richards,CHA,213.36,111.13004
Nick Van Exel,SAS,185.42,86.18248
Nick Young,DEN,200.66,95.25432
Nickeil Alexander-Walker,MIN,195.58,92.98636
Nico Mannion,GSW,187.96,86.18248
Nicolas Batum,LAC,203.2,104.32616
Nicolas Brussino,ATL,203.2,88.45044
Nicolas Claxton,BKN,210.82,97.52228
Nicolas Laprovittola,SAS,193.04,81.64656
Nicolo Melli,DAL,205.74,107.047712
Nigel Hayes,SAC,200.66,115.212368
Nigel Williams-Goss,UTA,187.96,86.18248
Nik Stauskas,BOS,198.12,93.893544
Nikola Jokic,DEN,210.82,128.820128
Nikola Jovic,MIA,208.28,92.98636
Nikola Mirotic,MIL,208.28,113.398
Nikola Pekovic,MIN,210.82,139.252744
Nikola Vucevic,CHI,208.28,117.93392
Nikoloz Tskitishvili,PHX,213.36,102.0582
Noah Vonleh,BOS,208.28,116.573144
Noel Felix,SEA,205.74,102.0582
Nolan Smith,POR,187.96,83.91452
Norman Powell,LAC,193.04,97.52228
Norman Richardson,CHI,195.58,90.7184
Norris Cole,OKC,187.96,79.3786
Norvel Pelle,UTA,208.28,104.779752
O.G. Anunoby,TOR,200.66,105.233344
O.J. Mayo,MIL,195.58,95.25432
OG Anunoby,TOR,200.66,105.233344
Obi Toppin,NYK,205.74,99.79024
Obinna Ekezie,ATL,205.74,122.46984
Ochai Agbaji,UTA,195.58,97.52228
Ognjen Kuzmic,GSW,213.36,117.93392
Okaro White,WAS,203.2,92.98636
Olden Polynice,LAC,208.28,113.398
Oleksiy Pecherov,MIN,213.36,106.140528
Oliver Lafayette,BOS,187.96,86.18248
Oliver Miller,MIN,205.74,142.88148
Olivier Sarr,OKC,210.82,108.86208
Olumide Oyedeji,ORL,208.28,108.86208
Omar Cook,TOR,185.42,86.18248
Omari Johnson,MEM,205.74,99.79024
Omari Spellman,MIN,203.2,111.13004
Omer Asik,CHI,213.36,115.66596
Omer Yurtseven,MIA,210.82,124.7378
Omri Casspi,MEM,205.74,102.0582
Onyeka Okongwu,ATL,205.74,108.86208
Orien Greene,NJN,193.04,94.347136
Orlando Johnson,NOP,195.58,99.79024
Orlando Robinson,MIA,208.28,106.59412
Oscar Torres,GSW,198.12,95.25432
Oshae Brissett,IND,200.66,95.25432
Othella Harrington,CHA,205.74,106.59412
Othello Hunter,ATL,203.2,102.0582
Othyus Jeffers,MIN,195.58,95.25432
Otis Thorpe,CHH,208.28,112.490816
Otto Porter Jr.,TOR,203.2,89.811216
Ousmane Dieng,OKC,205.74,83.91452
P.J. Brown,BOS,210.82,108.408488
P.J. Dozier,DEN,198.12,92.98636
P.J. Tucker,PHI,195.58,111.13004
P.J. Washington,CHA,200.66,104.32616
PJ Dozier,SAC,198.12,92.98636
PJ Hairston,MEM,198.12,104.32616
PJ Tucker,TOR,198.12,111.13004
Pablo Prigioni,LAC,190.5,83.91452
Paolo Banchero,ORL,208.28,113.398
Pape Sow,TOR,208.28,113.398
Pape Sy,ATL,200.66,102.0582
Paris Bass,PHX,203.2,90.7184
Pascal Siakam,TOR,203.2,104.32616
Pat Burke,PHX,210.82,113.398
Pat Connaughton,MIL,195.58,94.800728
Pat Garrity,ORL,205.74,107.954896
Patricio Garino,ORL,198.12,92.079176
Patrick Baldwin,GSW,205.74,99.79024
Patrick Beverley,CHI,187.96,81.64656
Patrick Christopher,MEM,196.0,94.0
Patrick Ewing,NOH,203.2,106.59412
Patrick McCaw,TOR,200.66,82.10015200000001
Patrick O'Bryant,TOR,213.36,113.398
Patrick Patterson,LAC,203.2,106.59412
Patrick Williams,CHI,200.66,97.52228
Patty Mills,BKN,182.88,81.64656
Pau Gasol,MIL,213.36,113.398
Paul Davis,WAS,210.82,122.46984
Paul George,LAC,203.2,99.79024
Paul Grant,UTA,213.36,111.13004
Paul McPherson,GSW,193.04,95.25432
Paul Millsap,PHI,200.66,116.573144
Paul Pierce,LAC,200.66,106.59412
Paul Reed,PHI,205.74,95.25432
Paul Shirley,PHX,208.28,104.32616
Paul Watson,OKC,198.12,95.25432
Paul Zipser,CHI,203.2,102.511792
Pavel Podkolzin,DAL,226.06,117.93392
Payton Pritchard,BOS,185.42,88.45044
Peja Stojakovic,DAL,208.28,103.872568
Pepe Sanchez,DET,193.04,88.45044
Pero Antic,ATL,210.82,117.93392
Perry Jones III,OKC,210.82,106.59412
Pervis Ellison,SEA,205.74,95.25432
Pete Chilcutt,LAC,208.28,111.13004
Pete Myers,NYK,198.12,81.64656
Peter Aluma,SAC,208.28,117.93392
Peter John Ramos,WAS,220.98,124.7378
Petr Cornelie,DEN,210.82,99.79024
Peyton Siva,DET,182.88,83.91452
Peyton Watson,DEN,200.66,90.7184
Phil Pressey,POR,180.34,79.3786
Pierre Jackson,DAL,177.8,81.64656
Pooh Jeter,SAC,180.34,79.3786
Pooh Richardson,LAC,185.42,81.64656
Popeye Jones,GSW,203.2,120.20188
Pops Mensah-Bonsu,NOH,205.74,106.59412
Precious Achiuwa,TOR,203.2,102.0582
Predrag Drobnjak,ATL,210.82,122.46984
Predrag Savovic,DEN,198.12,102.0582
Priest Lauderdale,DEN,223.52,147.4174
Primoz Brezec,MIL,215.9,115.66596
Quentin Grimes,NYK,195.58,95.25432
Quentin Richardson,NYK,198.12,103.418976
Quenton Jackson,WAS,195.58,78.471416
Quincy Acy,PHX,200.66,108.86208
Quincy Douby,TOR,190.5,79.3786
Quincy Lewis,MIN,200.66,97.52228
Quincy Miller,DET,205.74,95.25432
Quincy Pondexter,SAS,200.66,104.32616
Quinn Cook,CLE,185.42,81.64656
Quinndary Weatherspoon,GSW,190.5,92.98636
Quinton Ross,NJN,198.12,87.543256
Qyntel Woods,NYK,203.2,99.79024
R.J. Hampton,DET,193.04,79.3786
RJ Barrett,NYK,198.12,97.068688
RJ Hunter,BOS,195.58,83.91452
RJ Nembhard Jr.,CLE,193.04,90.7184
Raef LaFrentz,POR,210.82,111.13004
Rafael Addison,CHH,203.2,109.315672
Rafael Araujo,UTA,210.82,122.46984
Rafer Alston,MIA,187.96,79.3786
RaiQuan Gray,BKN,200.66,122.016248
Raja Bell,UTA,195.58,95.25432
Rajon Rondo,CLE,185.42,81.64656
Rakeem Christmas,IND,205.74,113.398
Ramon Sessions,WAS,190.5,86.18248
Randell Jackson,DAL,210.82,97.52228
Randolph Childress,DET,187.96,85.275296
Randolph Morris,ATL,210.82,124.7378
Randy Brown,PHX,187.96,86.18248
Randy Foye,BKN,193.04,98.883056
Randy Holcomb,CHI,205.74,99.79024
Randy Livingston,SEA,193.04,94.800728
Rashad McCants,SAC,193.04,97.52228
Rashad Vaughn,MIL,198.12,91.625584
Rashard Lewis,MIA,208.28,106.59412
Rasheed Wallace,NYK,210.82,104.32616
Rasho Nesterovic,TOR,213.36,115.66596
Rasual Butler,SAS,200.66,97.52228
Ratko Varda,DET,215.9,117.93392
Raul Lopez,UTA,182.88,79.3786
Raul Neto,CLE,187.96,81.64656
Rawle Alkins,CHI,195.58,102.0582
Rawle Marshall,IND,200.66,86.18248
Ray Allen,MIA,195.58,92.98636
Ray McCallum,SAS,190.5,86.18248
Ray Owes,GSW,205.74,101.604608
Ray Spalding,HOU,205.74,102.0582
Rayjon Tucker,MIL,190.5,94.800728
Raymond Felton,OKC,185.42,92.98636
Reece Gaines,MIL,198.12,92.98636
Reggie Bullock,DAL,198.12,92.98636
Reggie Evans,SAC,203.2,111.13004
Reggie Geary,SAS,187.96,84.821704
Reggie Hanson,BOS,203.2,88.45044
Reggie Hearn,DET,195.58,95.25432
Reggie Jackson,DEN,187.96,94.347136
Reggie Jordan,WAS,193.04,88.45044
Reggie Miller,IND,200.66,88.45044
Reggie Perry,POR,203.2,113.398
Reggie Slater,MIN,200.66,115.66596
Reggie Williams,NOP,201.0,86.0
Renaldo Balkman,NYK,203.2,102.0582
Renaldo Major,GSW,200.66,86.18248
Rex Chapman,PHX,193.04,83.91452
Rex Walters,MIA,193.04,86.18248
Richard Hamilton,CHI,200.66,87.543256
Richard Jefferson,DEN,200.66,105.68693600000002
Richard Manning,LAC,210.82,111.13004
Richaun Holmes,SAC,203.2,106.59412
Richie Frahm,LAC,195.58,91.625584
Rick Brunson,HOU,193.04,86.18248
Rick Fox,LAL,200.66,106.59412
Rick Hughes,DAL,205.74,106.59412
Rick Mahorn,PHI,208.28,117.93392
Ricky Davis,LAC,200.66,88.45044
Ricky Ledo,NYK,200.66,88.45044
Ricky Pierce,MIL,193.04,97.52228
Ricky Rubio,CLE,187.96,86.18248
Rik Smits,IND,223.52,120.20188
Rob Edwards,OKC,195.58,92.98636
