PLAYER_NAME,LOC_X,LOC_Y,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_DISTANCE,TEAM_NAME,SEASON
LeBron James,135,119,1,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,125,135,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-95,164,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,125,145,0,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,-16,9,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-15,19,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-2,159,0,2PT Field Goal,15,Miami Heat,2012-13 Season
LeBron James,-15,14,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-27,19,1,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,-11,14,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,7,25,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-11,12,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,92,162,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-64,14,1,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,58,102,0,2PT Field Goal,11,Miami Heat,2012-13 Season
LeBron James,7,23,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-109,184,0,2PT Field Goal,21,Miami Heat,2012-13 Season
LeBron James,-101,64,0,2PT Field Goal,11,Miami Heat,2012-13 Season
LeBron James,-15,4,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-199,71,0,2PT Field Goal,21,Miami Heat,2012-13 Season
LeBron James,-15,12,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,13,19,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,0,22,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,31,265,1,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,-48,192,1,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,59,261,0,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,-41,45,1,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,-11,22,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-15,11,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,21,30,0,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,-4,3,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-3,11,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,6,-5,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-76,93,1,2PT Field Goal,12,Miami Heat,2012-13 Season
LeBron James,-160,94,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-131,137,1,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,1,1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,32,39,0,2PT Field Goal,5,Miami Heat,2012-13 Season
LeBron James,73,250,0,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,13,1,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-89,58,0,2PT Field Goal,10,Miami Heat,2012-13 Season
LeBron James,-4,4,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,0,11,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,94,238,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,1,6,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-68,63,0,2PT Field Goal,9,Miami Heat,2012-13 Season
LeBron James,233,44,0,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,-67,33,0,2PT Field Goal,7,Miami Heat,2012-13 Season
LeBron James,24,257,1,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-95,183,0,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,-38,255,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,28,9,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-89,83,0,2PT Field Goal,12,Miami Heat,2012-13 Season
LeBron James,-32,56,1,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,-86,28,1,2PT Field Goal,9,Miami Heat,2012-13 Season
LeBron James,4,9,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,12,3,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,1,9,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,15,12,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,146,119,1,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,217,135,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-153,137,0,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,111,126,1,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,1,14,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-84,0,0,2PT Field Goal,8,Miami Heat,2012-13 Season
LeBron James,-67,15,0,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,51,119,1,2PT Field Goal,12,Miami Heat,2012-13 Season
LeBron James,1,1,0,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-19,-3,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-26,11,0,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-4,-2,0,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,1,-2,0,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,0,1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,0,15,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-131,71,0,2PT Field Goal,14,Miami Heat,2012-13 Season
LeBron James,-146,197,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-138,230,1,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,-101,238,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-10,0,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-205,42,0,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,-84,127,1,2PT Field Goal,15,Miami Heat,2012-13 Season
LeBron James,-100,131,1,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,-187,102,0,2PT Field Goal,21,Miami Heat,2012-13 Season
LeBron James,65,252,0,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,-87,77,1,2PT Field Goal,11,Miami Heat,2012-13 Season
LeBron James,-30,261,1,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,184,50,0,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,138,213,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,0,6,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,2,-2,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-166,28,0,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,9,7,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-136,124,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-76,17,0,2PT Field Goal,7,Miami Heat,2012-13 Season
LeBron James,9,23,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-127,56,0,2PT Field Goal,13,Miami Heat,2012-13 Season
LeBron James,-34,0,0,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,-128,74,1,2PT Field Goal,14,Miami Heat,2012-13 Season
LeBron James,-34,11,1,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,13,22,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-128,164,0,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,225,26,1,3PT Field Goal,22,Miami Heat,2012-13 Season
LeBron James,-144,85,0,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,-46,17,0,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,34,31,0,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,13,7,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-5,261,0,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,21,15,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,230,34,1,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,24,7,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-191,181,1,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,185,28,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-136,119,1,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-70,142,1,2PT Field Goal,15,Miami Heat,2012-13 Season
LeBron James,-35,72,1,2PT Field Goal,8,Miami Heat,2012-13 Season
LeBron James,-231,31,1,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,17,26,1,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,-16,0,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-106,36,0,2PT Field Goal,11,Miami Heat,2012-13 Season
LeBron James,10,85,0,2PT Field Goal,8,Miami Heat,2012-13 Season
LeBron James,1,45,1,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,-4,41,1,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,-49,271,0,3PT Field Goal,27,Miami Heat,2012-13 Season
LeBron James,-38,249,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-34,26,1,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,31,192,1,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,-100,82,0,2PT Field Goal,12,Miami Heat,2012-13 Season
LeBron James,-30,142,1,2PT Field Goal,14,Miami Heat,2012-13 Season
LeBron James,110,99,0,2PT Field Goal,14,Miami Heat,2012-13 Season
LeBron James,-13,61,1,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,-138,60,0,2PT Field Goal,15,Miami Heat,2012-13 Season
LeBron James,9,6,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,7,7,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-76,198,1,2PT Field Goal,21,Miami Heat,2012-13 Season
LeBron James,21,3,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,24,7,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,64,25,0,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,53,148,0,2PT Field Goal,15,Miami Heat,2012-13 Season
LeBron James,-177,186,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,39,23,1,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,-52,164,0,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,20,4,0,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-198,86,0,2PT Field Goal,21,Miami Heat,2012-13 Season
LeBron James,-32,33,1,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,1,1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-139,197,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-8,227,1,2PT Field Goal,22,Miami Heat,2012-13 Season
LeBron James,-5,6,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,18,52,1,2PT Field Goal,5,Miami Heat,2012-13 Season
LeBron James,-73,11,1,2PT Field Goal,7,Miami Heat,2012-13 Season
LeBron James,0,91,1,2PT Field Goal,9,Miami Heat,2012-13 Season
LeBron James,17,6,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,12,9,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-19,6,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-7,4,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,36,25,0,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,61,12,1,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,18,1,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-7,11,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,7,1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,10,3,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,10,0,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,20,192,1,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,-87,181,1,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,-205,15,0,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,-5,17,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,106,178,0,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,47,37,1,2PT Field Goal,5,Miami Heat,2012-13 Season
LeBron James,-84,25,1,2PT Field Goal,8,Miami Heat,2012-13 Season
LeBron James,2,-3,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-205,159,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,88,236,1,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,228,55,1,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,-191,159,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,7,12,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-231,138,0,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,7,14,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-79,143,0,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,-171,195,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,135,211,1,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,12,3,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-158,101,1,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-160,116,1,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,36,45,1,2PT Field Goal,5,Miami Heat,2012-13 Season
LeBron James,-29,15,1,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,2,22,0,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,39,266,1,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,-100,235,1,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,111,231,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,231,11,1,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,56,183,1,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,10,1,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,0,80,1,2PT Field Goal,8,Miami Heat,2012-13 Season
LeBron James,12,7,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-4,12,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,108,149,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-59,140,1,2PT Field Goal,15,Miami Heat,2012-13 Season
LeBron James,-116,162,0,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,48,23,1,2PT Field Goal,5,Miami Heat,2012-13 Season
LeBron James,34,17,0,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,1,6,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-207,138,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-127,154,0,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,-234,14,0,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,0,1,0,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-4,7,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,2,9,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,149,131,1,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,-2,1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-15,12,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-133,97,0,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,-15,12,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,1,89,1,2PT Field Goal,8,Miami Heat,2012-13 Season
LeBron James,0,6,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,9,11,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,26,97,0,2PT Field Goal,10,Miami Heat,2012-13 Season
LeBron James,91,146,1,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,226,17,1,3PT Field Goal,22,Miami Heat,2012-13 Season
LeBron James,-207,135,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,4,9,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-153,197,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,4,6,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,2,6,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,17,-2,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-158,189,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-131,23,0,2PT Field Goal,13,Miami Heat,2012-13 Season
LeBron James,92,91,0,2PT Field Goal,12,Miami Heat,2012-13 Season
LeBron James,54,224,1,2PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,-152,208,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-16,-3,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-174,186,1,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-199,96,1,2PT Field Goal,22,Miami Heat,2012-13 Season
LeBron James,-120,160,1,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,-171,172,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,163,235,0,3PT Field Goal,28,Miami Heat,2012-13 Season
LeBron James,-120,197,1,2PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,-5,0,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-138,126,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,10,-3,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-164,17,0,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,-59,242,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,113,227,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-7,4,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-24,116,0,2PT Field Goal,11,Miami Heat,2012-13 Season
LeBron James,-128,63,1,2PT Field Goal,14,Miami Heat,2012-13 Season
LeBron James,0,1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,81,272,0,3PT Field Goal,28,Miami Heat,2012-13 Season
LeBron James,-7,3,0,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,0,1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-52,22,0,2PT Field Goal,5,Miami Heat,2012-13 Season
LeBron James,28,19,1,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,7,1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-185,4,0,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,230,131,1,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,32,211,1,2PT Field Goal,21,Miami Heat,2012-13 Season
LeBron James,12,244,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-32,230,1,2PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,-87,112,1,2PT Field Goal,14,Miami Heat,2012-13 Season
LeBron James,77,241,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-15,254,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-24,101,0,2PT Field Goal,10,Miami Heat,2012-13 Season
LeBron James,13,9,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,20,15,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-11,9,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-18,42,1,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,-142,197,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-16,7,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-123,235,0,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,21,3,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,-29,11,0,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,-105,181,1,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,-27,214,1,2PT Field Goal,21,Miami Heat,2012-13 Season
LeBron James,-10,220,1,2PT Field Goal,22,Miami Heat,2012-13 Season
LeBron James,160,194,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-100,233,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,170,28,1,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,100,192,1,2PT Field Goal,21,Miami Heat,2012-13 Season
LeBron James,-21,261,0,3PT Field Goal,26,Miami Heat,2012-13 Season
LeBron James,-2,6,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-43,-8,0,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,17,-13,1,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,230,97,1,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,-78,127,0,2PT Field Goal,14,Miami Heat,2012-13 Season
LeBron James,185,-21,1,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,-119,219,0,3PT Field Goal,24,Miami Heat,2012-13 Season
LeBron James,12,-6,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,2,1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-84,236,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,70,1,1,2PT Field Goal,7,Miami Heat,2012-13 Season
LeBron James,4,-3,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,7,1,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,6,4,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,28,19,0,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,-112,134,0,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,-13,11,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-114,126,1,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,0,12,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-29,23,1,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,-13,11,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-164,1,1,2PT Field Goal,16,Miami Heat,2012-13 Season
LeBron James,-232,56,0,3PT Field Goal,23,Miami Heat,2012-13 Season
LeBron James,47,63,1,2PT Field Goal,7,Miami Heat,2012-13 Season
LeBron James,-59,61,0,2PT Field Goal,8,Miami Heat,2012-13 Season
LeBron James,-21,25,1,2PT Field Goal,3,Miami Heat,2012-13 Season
LeBron James,89,170,0,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,-49,30,0,2PT Field Goal,5,Miami Heat,2012-13 Season
LeBron James,17,12,0,2PT Field Goal,2,Miami Heat,2012-13 Season
LeBron James,9,9,0,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-97,9,1,2PT Field Goal,9,Miami Heat,2012-13 Season
LeBron James,130,124,1,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,-155,89,0,2PT Field Goal,17,Miami Heat,2012-13 Season
LeBron James,-2,7,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,15,206,0,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,-2,0,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-182,-2,1,2PT Field Goal,18,Miami Heat,2012-13 Season
LeBron James,9,7,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,17,258,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,1,9,0,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-8,7,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,0,15,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-111,80,0,2PT Field Goal,13,Miami Heat,2012-13 Season
LeBron James,4,9,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-76,23,1,2PT Field Goal,7,Miami Heat,2012-13 Season
LeBron James,92,173,0,2PT Field Goal,19,Miami Heat,2012-13 Season
LeBron James,-41,20,0,2PT Field Goal,4,Miami Heat,2012-13 Season
LeBron James,1,6,1,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,7,211,0,2PT Field Goal,21,Miami Heat,2012-13 Season
LeBron James,-3,-1,0,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,17,0,1,2PT Field Goal,1,Miami Heat,2012-13 Season
LeBron James,-202,148,1,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-160,126,1,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,18,254,1,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-123,63,0,2PT Field Goal,13,Miami Heat,2012-13 Season
LeBron James,-105,235,0,3PT Field Goal,25,Miami Heat,2012-13 Season
LeBron James,-59,26,0,2PT Field Goal,6,Miami Heat,2012-13 Season
LeBron James,1,7,0,2PT Field Goal,0,Miami Heat,2012-13 Season
LeBron James,-120,172,0,2PT Field Goal,20,Miami Heat,2012-13 Season
LeBron James,7,14,0,2PT Field Goal,1,Miami Heat,2012-13 Season
